temp_min,temp_max,rain,wind_gust,wind_speed,humidity,pressure,clouds,CloudBurstToday,CloudBurstTomorrow
14.5,21.1,0,37,20,51,1022.5,6,0,0
13.6,31.3,0,30,6,66,1020.7,1,0,0
17.4,39.2,0,59,35,27,1013.1,6,0,0
11.1,23.8,11.2,37,17,58,1018.8,1,1,0
14,21.4,0.2,43,24,54,1019.1,7,0,0
14.7,22.1,0,35,13,50,1020.3,6,0,0
12.5,28.2,0,31,19,62,1014.2,6,0,0
15.9,27.5,0,33,15,67,1013.2,6,0,0
16.2,39,0,59,26,62,1010.2,3,0,0
14.4,21.2,15.8,50,31,56,1015.9,7,1,0
12.9,22.1,0,46,28,51,1019.1,2,0,0
14.7,23.1,0,37,24,70,1018.6,7,0,0
17.5,24.8,0,35,15,76,1018.6,7,0,0
16.5,24.3,0,39,26,66,1023.5,6,0,0
16.1,38.3,0,54,22,68,1021.6,0,0,0
15.5,22.5,5,54,28,76,1011.2,7,1,0
14.5,21.4,0,44,28,57,1019.3,7,0,0
13.4,27.6,0,33,9,57,1018.7,1,0,0
16,25,0,41,28,71,1013.9,2,0,0
16.1,23.6,0,39,24,68,1018.2,7,0,0
14.8,24.7,0,35,22,51,1018.9,3,0,0
14.8,36.6,0,57,26,58,1017,1,0,0
20.6,38.7,0,NA,30,28,1013.4,6,0,0
17.1,29.6,0,30,9,63,1017.5,1,0,0
19,43.6,0,59,28,63,1011.7,0,0,0
24.2,35.6,0,65,30,39,1004.4,7,0,0
17.4,23,0.2,48,30,52,1015.6,7,0,0
15.3,23.4,0,43,24,44,1019.6,3,0,0
16.3,26.8,0,31,15,61,1017.5,7,0,0
16.9,33.1,0,56,33,81,1008.3,2,0,0
11.3,22.9,7.2,44,20,55,1014.1,7,1,0
14.5,28.2,0,39,20,62,1011.4,3,0,0
16,28.5,0,37,17,61,1011.8,5,0,0
19.5,37.5,0,70,26,50,1005.2,7,0,0
17.4,22.3,0,54,30,60,1013,7,0,0
12.7,22.3,0,33,13,59,1016.2,7,0,0
13.6,23.8,0,33,20,62,1014.8,6,0,0
13.8,24.5,0,43,26,69,1011.5,7,0,0
16.2,22.2,0,48,26,58,1016.4,7,0,0
15.8,26.1,0,43,20,70,1010.5,7,0,0
17.5,23.5,0,48,30,70,1014.8,7,0,0
13.4,36.2,0,50,26,65,1016,0,0,0
16.9,24.9,1.4,39,28,58,1019,7,1,0
16.7,35.2,0,52,20,61,1015.6,3,0,0
21.6,34.8,0,43,13,36,1013.9,3,0,0
15.5,26.5,2,39,19,57,1021.4,2,1,0
14.9,33.2,0,31,13,67,1022.1,0,0,0
19,35.3,0,44,24,66,1020.9,1,0,0
19.3,32.1,0,54,20,58,1019.5,2,0,0
20.1,32.7,0,59,22,71,1018.5,6,0,0
19.5,22.8,35.2,37,22,79,1011.1,8,1,0
17.7,28.3,9.2,43,20,85,1008.9,7,1,0
19,27.3,0,57,30,72,1013.2,7,0,0
16,27.3,0,39,24,67,1017.5,1,0,0
15.9,25.9,0,41,17,72,1017.4,6,0,0
17.5,24.1,0,33,20,62,1023.6,7,0,0
17.1,32.8,0,74,31,40,1022,1,0,0
23,34.3,0,74,39,38,1015.2,1,0,0
21.6,28.6,0,57,20,67,1011.1,6,0,0
19.1,29.6,0,74,24,73,1012.2,7,0,0
13.3,23.6,0,43,24,58,1021,6,0,0
12.7,23.3,0,41,22,63,1023.2,3,0,0
14.2,25.1,0,31,15,62,1026.4,1,0,0
16.2,33.4,0,59,31,46,1022.4,2,0,0
22.4,22.6,0,50,19,78,1017.4,7,0,0
16.3,20.7,0,52,33,60,1021.8,7,0,0
14.1,21.4,0.4,54,39,45,1024.3,3,0,0
14.1,22.4,0,41,26,57,1022.6,7,0,0
15.8,27.7,0,26,13,69,1019.9,7,0,0
16.5,31.3,0,48,26,55,1012.7,4,0,0
16.2,21.2,7,57,39,62,1013.4,3,1,0
13.7,20.4,0,44,31,57,1026.5,7,0,0
13.7,22.2,0.2,41,26,64,1034.1,2,0,0
11.1,26.4,0,31,19,72,1037.2,2,0,0
13.7,28.3,0,39,6,70,1035.2,1,0,0
13.8,28.8,0,39,19,66,1029.5,2,0,0
15.3,30.4,0,33,13,58,1024.2,0,0,0
18.5,32.2,0,43,28,47,1021.6,1,0,0
21.5,33,0,56,13,36,1022.2,3,0,0
20.9,31.9,0,41,17,60,1023.1,7,0,0
23,28.4,0,43,13,53,1016.5,7,0,0
18.8,26.7,0.2,31,26,63,1020.7,7,0,0
17.5,24.7,0,54,31,54,1019.6,7,0,0
13.1,22.5,0,33,11,64,1023.4,3,0,0
13.3,23.7,0,37,17,61,1023.7,7,0,0
15.8,23.4,0,33,17,75,1024.8,7,0,0
12.8,31.5,0,46,20,90,1020.3,7,0,0
14.8,30.7,0,50,30,42,1016.6,5,0,0
17.2,22.7,0,30,13,NA,1021.4,7,0,0
17.9,23.3,8,44,22,89,1013.5,7,1,0
15.1,22.6,0.4,37,28,78,1022.8,5,0,0
13.4,23.9,0,26,9,78,1023,7,0,0
13.8,24,0,31,19,79,1020.8,7,0,0
16.1,21.9,0,44,31,75,1022,6,0,0
13.9,24.4,0,31,17,72,1022.8,3,0,0
12.7,25.8,0,33,20,67,1022,4,0,0
14.9,26.9,0,50,31,62,1018.1,3,0,0
17.2,25.7,6.8,41,19,84,1010.2,7,1,0
17.7,22.9,0.2,50,22,69,1016.4,7,0,0
13.5,21.7,0,26,13,82,1015.2,6,0,0
11.8,17.7,3.6,72,37,54,1007,4,1,0
11.2,17.8,0.4,56,31,67,1017.7,5,0,0
13.1,17.8,0.6,33,19,57,1025.8,8,0,0
13.2,18.4,0,30,15,68,1024.6,7,0,0
14,19.1,0,30,19,68,1024.8,7,0,0
13.2,25.9,0,44,20,74,1026.1,4,0,0
13.6,27.3,0,44,28,64,1025.7,2,0,0
16,27.7,0,50,26,58,1025,7,0,0
16.1,27.6,0,46,28,66,1023.8,6,0,0
17.5,29.4,0,57,33,59,1020.9,4,0,0
17.3,24.5,1,41,15,81,1021.7,7,0,0
16.4,30.1,0,52,26,58,1020.1,1,0,0
19,24.5,5,54,31,73,1007.9,7,1,0
12.2,20.1,0.4,44,24,70,1017.4,4,0,0
8.7,20.4,0,48,17,72,1025.3,7,0,0
11.7,17.8,0,52,9,62,1018,7,0,0
12.8,18.4,2.2,48,28,71,1020.8,7,1,0
13,16.6,0.2,26,11,85,1028,7,0,0
8.2,20.9,0,56,31,75,1024.5,1,0,0
13.5,17.7,0,54,9,58,1023.7,7,0,0
9.2,23,0,70,37,78,1025.4,7,0,0
11.4,18,2.2,31,19,89,1020.1,7,1,0
12.9,19.9,4.8,31,7,75,1023.1,3,1,0
13,22.5,0,41,24,69,1020.6,7,0,0
7.6,15.8,3.8,61,31,74,1013.2,5,1,0
8.5,16.1,0,33,19,74,1023.5,4,0,0
9.5,15.1,0.2,33,17,86,1025.1,7,0,0
11.5,15,1,24,11,82,1022.4,8,0,0
12.6,17.7,0,19,6,70,1020.4,7,0,0
6.2,18.5,0,22,11,88,1021.4,7,0,0
7.3,17.2,0,26,7,87,1021.3,7,0,0
6.9,18.6,0,26,9,84,1021.6,2,0,0
6.1,18.8,0,28,11,80,1023.9,2,0,0
7.6,18.1,0,28,9,71,1023.3,7,0,0
9.9,16.1,0,28,19,77,1023.6,7,0,0
4.3,16.1,0,26,17,77,1024.2,2,0,0
4,18.6,0,44,31,79,1022.8,5,0,0
11.3,19.6,1.8,19,9,83,1011,3,1,0
10.8,18.7,0,50,31,84,1017.7,6,0,0
12.6,17.2,1.8,43,19,92,1005.7,7,1,0
12.1,18.1,0.6,54,22,85,1010.9,7,0,0
11.5,18.7,0,41,22,74,1018.5,4,0,0
7.9,17.6,0,33,24,83,1019.5,6,0,0
10.3,17.9,0,22,13,79,1022.3,7,0,0
7.1,15.7,0,19,15,95,1027.3,8,0,0
6.2,12.4,0,19,0,89,1024.4,8,0,0
8.3,13.6,4.8,20,9,92,1027.1,7,1,0
7.7,16.1,2.8,39,22,74,1021.7,5,1,0
8,13.2,2.8,37,20,84,1026.7,7,1,0
8.6,13.1,0.2,20,15,75,1032.1,7,0,0
7.9,15.3,0,26,6,69,1034.4,6,0,0
5.8,15,0,33,9,76,1030.7,7,0,0
4,16.1,0,67,37,83,1022.5,8,0,0
8,16.8,3.8,39,24,75,1018,5,1,0
5.8,15.1,1.8,26,9,99,1034.9,6,1,0
3.6,14.3,0,19,7,86,1037.9,5,0,0
5.1,17.2,0,41,22,76,1035.4,7,0,0
8.6,18.3,0,61,39,66,1026.1,2,0,0
6.1,12.9,8,28,9,86,1025.3,3,1,0
3.9,11.4,0,78,35,72,1019.2,4,0,0
6.8,12.8,1.8,59,24,80,1016.9,7,1,0
7.6,12.3,0,44,28,80,1023,5,0,0
8.3,14,3.8,31,19,76,1030.3,6,1,0
8.4,12.8,0,22,9,78,1031.8,7,0,0
5.9,14.3,0,19,0,88,1027,5,0,0
4.3,14.6,0,22,15,76,1022.8,2,0,0
4.1,15,0,20,17,77,1026.9,7,0,0
7.4,14.1,0,17,13,86,1029.3,7,0,0
3.6,16.5,0,41,28,85,1029.7,0,0,0
4.5,15.9,0,78,50,51,1018.7,7,0,0
10.8,16.1,0,48,24,75,1016.7,1,0,0
9.3,16.7,0,48,30,79,1022.2,0,0,0
6.9,13.7,5.2,37,22,75,1020.2,3,1,0
8.6,14.5,0,24,11,61,1027.8,7,0,0
5.8,13.6,0,46,24,74,1027.1,1,0,0
7.4,14,8.6,24,13,82,1019.6,5,1,0
5.7,14.4,5.6,22,15,88,1029.7,2,1,0
9.5,12.6,2,19,7,74,1035.6,8,1,0
8.9,13.4,0,20,7,75,1032.4,7,0,0
6,15.8,0,30,11,85,1032,3,0,0
5.5,16.2,0,28,15,82,1036.2,3,0,0
3.9,15.1,0,20,13,78,1036.1,5,0,0
7.5,14.9,4.4,41,22,83,1016.5,7,1,0
12,17.7,0,59,31,81,1011.9,7,0,0
9.6,13.3,4.4,33,17,76,1025.8,7,1,0
7.3,14.5,2.2,31,9,86,1025,7,1,0
4.9,15.2,0,41,24,86,1026,7,0,0
5.7,14.6,0,57,33,64,1019.6,2,0,0
9.6,13.6,1.8,33,0,86,1016.9,7,1,0
10.2,15.9,0,89,44,55,1007.4,7,0,0
4.8,14.8,1.4,43,17,68,1023,6,1,0
8,13.5,0,85,41,53,1010.8,7,0,0
10.2,16.6,0,65,31,58,1003.3,7,0,0
6.4,13.4,0,48,35,55,1011.2,NA,0,0
7.4,16.4,0,48,28,64,1015.6,NA,0,0
7.1,16.2,0,52,37,71,1020.9,0,0,0
4.2,11.8,8.2,57,35,62,1005.4,6,1,0
7,14.9,0.2,48,20,61,999.3,7,0,0
7.2,13.8,0,50,24,64,1009.6,6,0,0
7.9,16.1,0,26,11,82,1024.3,NA,0,0
8.9,15,0,20,6,79,1029.8,7,0,0
5.8,18.6,0,54,15,69,1027.7,5,0,0
9.3,15.4,6.2,39,28,62,1020.2,6,1,0
7.4,15.8,11.2,26,6,87,1027.3,7,1,0
5.2,17.2,0,70,35,68,1025.3,7,0,0
9.4,14.4,2.6,52,37,74,1002.1,7,1,0
8.5,18.5,0.6,39,19,55,1017.9,NA,0,0
10.5,16.5,0,52,30,55,1019.8,NA,0,0
10.9,15.5,0,35,19,55,1015.1,8,0,0
6.4,15.6,0,30,15,54,1017.1,3,0,0
8.4,14.9,1.2,63,39,59,1018.1,5,1,0
8.7,14.9,0.6,46,24,55,1024.7,8,0,0
9.3,16.7,3,48,20,73,1024.6,NA,1,0
10.1,16.8,0,31,13,78,1027.7,7,0,0
10.9,15.4,0.4,37,24,84,1028.9,7,0,0
9.8,16.6,0,33,19,64,1028.2,7,0,0
10.9,16.2,0,33,19,61,1027.1,7,0,0
9.8,17,0,39,6,62,1024.1,7,0,0
10.9,19.9,0,54,20,60,1014.8,NA,0,0
9.9,22.1,0.4,41,22,68,1020.4,NA,0,0
5.8,15.3,1.2,48,22,63,1023.4,7,1,0
5.8,15.6,0,30,15,56,1026.4,7,0,0
7.5,18.4,0,33,22,52,1027.7,1,0,0
6.2,21,0,30,13,62,1028.7,NA,0,0
11.1,25,0,48,28,63,1027.8,NA,0,0
13.2,20.6,1.8,31,7,67,1023.2,7,1,0
7.7,17.5,17.4,52,24,59,1022.8,3,1,0
10.2,17.4,0,35,20,73,1026.1,6,0,0
9.3,19.1,0,30,17,69,1027,NA,0,0
10.4,25.2,0,46,30,80,1029.7,NA,0,0
11.7,25.2,0,63,39,38,1028.8,1,0,0
6.9,17.7,1.6,43,28,71,1015.2,NA,1,0
9.6,17.4,1.4,30,13,63,1028.2,5,1,0
7.1,19.6,0,26,7,63,1029.3,2,0,0
8.4,25.7,0,35,20,68,1023.6,4,0,0
11.1,17.4,1.8,35,19,46,1023.9,NA,1,0
7.9,20.5,0,43,31,57,1022.7,0,0,0
12.7,19,2.4,44,19,45,1020.1,7,1,0
10.2,23.9,0,41,22,57,1020,1,0,0
9.2,16.7,3.8,37,17,63,1019.4,NA,1,0
9.1,18.2,5.2,41,22,52,1024.6,6,1,0
8.8,22.7,0,39,17,55,1025.1,1,0,0
10.3,24.6,0,39,13,57,1022.4,NA,0,0
14.8,24.4,0.2,74,37,50,1013.6,NA,0,0
14,23.8,0,31,17,55,1013.1,7,0,0
13.5,29.1,0,44,20,54,1023.7,0,0,0
18.2,25.6,0,52,31,49,1015.8,7,0,0
14,30.7,0,43,31,74,1013.3,7,0,0
11.7,19.4,1.2,35,26,73,1016.2,7,1,0
10.1,18.6,0.2,31,9,63,1017.2,7,0,0
8.9,23.4,0,35,11,54,1017.8,1,0,0
9.6,20.3,2.6,46,22,45,1025.6,2,1,0
9.9,22.8,0,33,22,66,1026.2,NA,0,0
11.9,22,0.2,33,17,75,1024.2,NA,0,0
13.7,33.3,0.2,54,33,68,1020.5,1,0,0
20.6,32.3,0,63,33,33,1019.3,0,0,0
13,16.6,21.4,54,35,88,1013,NA,1,0
13.6,22.2,0.6,50,31,68,1018.2,7,0,0
13.2,25.4,0.4,33,17,65,1017.8,5,0,0
17.2,30,7.8,52,24,59,1012.5,5,1,0
19.4,30.8,0.2,65,11,62,1010,NA,0,0
18.3,29.7,0,30,11,84,1013.1,NA,0,0
14,21.1,2.4,52,20,44,1011.2,5,1,0
13.5,23.1,0.2,57,33,55,1005.9,NA,0,0
11.8,23.1,4.6,24,6,51,1015.4,3,1,0
14.4,28,0,31,6,55,1015.5,1,0,0
18.1,25.9,0,74,24,44,1002.5,7,0,0
12.7,22,0.8,31,20,53,1008.8,6,0,0
9.9,19.3,22.2,52,33,61,1003.9,7,1,0
10.6,25.7,1.4,33,13,58,1019.4,2,1,0
14.1,20.6,0,50,31,56,1022.1,5,0,0
11.5,23.5,0,31,15,58,1025.5,1,0,0
14,26.2,0,30,2,76,1012.9,NA,0,0
15.8,20.4,0,44,28,59,1009.1,NA,0,0
10.5,18,0.4,57,31,61,1011.9,NA,0,0
9,22.8,0,31,15,53,1018.8,NA,0,0
13.7,30.3,0,52,30,31,1013.1,NA,0,0
14.2,23.7,0,31,17,63,1017.8,4,0,0
14.9,41.1,0,74,43,58,1010.1,4,0,0
17.1,23.1,0,NA,17,68,1012.3,NA,0,0
15.3,21.6,0,46,30,60,1016.3,NA,0,0
14.5,20.9,0,50,28,47,1017.9,NA,0,0
12.7,22,0,37,26,60,1013.9,3,0,0
14.6,21.9,0,39,26,66,1009.7,NA,0,0
15.9,30.8,0,33,19,71,1010.5,NA,0,0
17.9,33.4,0,74,43,47,1009,NA,0,0
23,34.5,0,63,26,52,1009,NA,0,0
18.1,22.7,0.6,39,22,71,1018.8,NA,0,0
18.5,29.5,22.4,35,17,73,1009.3,NA,1,0
18.3,26.2,0,35,19,79,1009.6,NA,0,0
15.6,21.3,0,52,31,58,1008.3,NA,0,0
15.5,21.9,0,31,22,99,1011,NA,0,0
15.3,22.5,0,35,24,60,1012.5,7,0,0
13.3,28.4,0,41,17,70,1012.5,3,0,0
16.6,32.3,0,54,30,44,1008.9,7,0,0
16.9,27.5,0,35,9,77,1015.2,NA,0,0
15.1,21.7,4.6,48,30,86,1004.9,7,1,0
16,21.6,6,33,19,89,1014.1,NA,1,0
14.9,25.7,0.2,39,20,69,1017.1,1,0,0
16.4,23.1,0,35,19,52,1022.4,NA,0,0
13.4,28,0,28,13,65,1019.8,NA,0,0
16.4,38.1,0,57,39,40,1015.4,NA,0,0
20.1,32.5,0,35,17,67,1012.8,0,0,0
24.5,40.2,0,70,33,32,1003.2,1,0,0
17.5,27.8,0,35,13,66,1011.7,5,0,0
14.6,22.1,3.2,41,26,61,1023,6,1,0
12.9,27.9,0,39,22,69,1023.4,7,0,0
14.2,24.6,4.4,31,9,68,1024.5,5,1,0
16.6,30.3,0,44,13,72,1021.7,3,0,0
19.5,27.9,4.6,33,20,85,1013.2,7,1,0
11.8,19.6,15.4,54,30,59,1018,5,1,0
13.9,21.3,0.2,43,24,58,1025.7,7,0,0
15.6,29.8,11.8,33,15,72,1009.8,NA,1,0
18,19.1,0,30,15,95,1009.6,NA,0,0
16,18,0,26,13,76,1009.5,7,0,0
14.3,19.5,0.2,54,31,67,1009.2,6,0,0
11.1,19.8,0.4,35,15,60,1018.2,3,0,0
13.6,20.1,0,48,28,62,1013.4,7,0,0
13.6,18.6,0,41,28,62,1015.6,7,0,0
10.8,24.5,0,39,13,48,1023.7,NA,0,0
11.3,28,0,59,22,68,1025.3,NA,0,0
15.6,29.2,0,80,43,51,1020.7,0,0,0
19.4,27.2,0,69,19,47,1012.7,7,0,0
15.2,18.7,11.2,33,20,91,1015.4,8,1,0
15.4,27.1,0.2,24,9,78,1017.1,8,0,0
17.7,30.7,0,46,22,77,1017.1,NA,0,0
15,23.7,6.2,39,15,58,1025.8,NA,1,0
12.3,25.6,0.2,35,17,73,1020.5,3,0,0
15.4,22,0,39,24,55,1022,6,0,0
14.4,18.9,0,37,24,52,1023.2,7,0,0
14.2,19.5,0,35,22,58,1019.4,7,0,0
13.6,30.1,2,39,20,82,1011.7,NA,1,0
16.8,24.9,0.2,22,11,70,1005.8,7,0,0
19.1,24,0,30,15,86,1002.4,8,0,0
16.4,23.1,0,52,28,75,1003.9,7,0,0
13.6,19,9.4,56,31,74,1014.9,7,1,0
15,18,0.2,37,28,60,1024.4,NA,0,0
14.6,20.3,0,28,6,78,1027,NA,0,0
13.7,24.3,0,31,6,74,1028,8,0,0
12.9,29,0,41,20,82,1022.6,0,0,0
14.4,22.6,0,54,37,80,1017.7,7,0,0
13.8,19.8,0,48,26,51,1027.3,6,0,0
13.1,18.8,21.2,33,19,88,1018.5,7,1,0
11.1,18.6,0,35,26,75,1019.2,7,0,0
10.8,17.8,0,37,19,75,1021.2,7,0,0
12.5,14.8,0.6,30,17,53,1026.8,7,0,0
11.4,15.5,0,24,13,64,1025.4,7,0,0
6.1,16,0,33,11,79,1019.5,NA,0,0
9.5,15.1,6.8,33,22,64,1022,7,1,0
8.3,15.1,1.4,35,13,75,1031.2,NA,1,0
11,15.1,0,31,17,59,1032.2,7,0,0
10.6,16.1,0,22,11,75,1031.6,7,0,0
6.7,15.5,0,48,31,72,1030.2,7,0,0
10.1,18.3,0,52,24,58,1028.2,7,0,0
11.9,19.5,0,50,31,58,1026.8,7,0,0
11.9,21.3,0,63,33,55,1021,NA,0,0
10,15.6,1.2,39,26,71,1020.4,7,1,0
10,15.5,1.6,30,15,77,1021.3,7,1,0
10.5,13.8,1,20,6,90,1025,NA,0,0
10.5,14.3,0,19,2,89,1026.7,NA,0,0
5.8,16.5,0,37,19,83,1028.2,3,0,0
6.9,16,0,24,9,86,1025.7,8,0,0
3.4,18.3,0,31,11,80,1028.1,0,0,0
6.1,19.5,0,50,31,71,1026.1,3,0,0
5.6,13.8,4.8,33,17,69,1019,3,1,0
7.3,15.6,NA,31,17,93,1029.8,NA,NA,0
7.5,14.1,0.2,28,19,80,1029,6,0,0
4.6,15,0,30,7,83,1028.9,7,0,0
7.3,13.9,4.2,44,22,70,1010.7,7,1,0
9.4,16.2,0.2,41,22,83,1019,7,0,0
11,18.2,0.4,35,15,73,1025.7,5,0,0
11.5,17,0,61,35,82,1028.8,NA,0,0
8.9,15,0,59,33,79,1023.4,NA,0,0
9.1,17,0,28,15,78,1029.7,3,0,0
6.8,15.2,0,20,2,86,1035.7,8,0,0
4.5,18.4,0,39,19,82,1036.5,0,0,0
6.5,17.6,0,63,26,63,1036.6,3,0,0
8.3,17.3,0,65,28,69,1030.5,6,0,0
8.7,16.5,0,61,33,64,1021.9,NA,0,0
10.3,13.6,0,72,30,53,1013.2,NA,0,0
10,15.8,0.2,76,35,66,1007.1,5,0,0
6.4,11.5,2.4,46,30,75,1015.3,6,1,0
9.1,13.6,3.2,50,39,64,1022.8,NA,1,0
7.3,14.8,7.2,30,20,90,1029.9,NA,1,0
5.4,14.1,0.2,28,9,95,1036.7,NA,0,0
2.8,15.8,0,41,20,80,1030,NA,0,0
9.1,12.8,9.2,30,13,78,1017.4,6,1,0
9.5,16.4,0.6,NA,35,85,1022.6,7,0,0
10.4,12.9,0.2,54,30,75,1027.6,7,0,0
7.8,13.4,0,39,22,79,1026.3,7,0,0
2.7,15.1,NA,39,24,87,1029,NA,NA,0
4.6,16,0.2,61,35,70,1026.8,1,0,0
7.4,17.5,0,63,35,63,1024.8,6,0,0
8.4,15.4,0,67,37,44,1019.1,NA,0,0
10.9,19.4,0,54,33,65,1017.9,NA,0,0
11.2,18.6,0,65,37,64,1017,NA,0,0
11.7,20.2,0.4,65,33,49,1017,3,0,0
12.6,23.2,0,72,39,54,1017.6,7,0,0
15.5,21,0,57,9,31,1016.5,7,0,0
8.3,14.5,5.2,28,19,79,1011.8,7,1,0
9.7,16.1,3.4,43,19,73,1017,6,1,0
6.9,17.9,NA,26,9,80,1026.7,NA,NA,0
10.2,21.2,2.8,59,33,67,1017.6,7,1,0
10,17.3,2.2,30,22,94,1022.4,7,1,0
9.8,18.5,0,24,9,83,1031.8,NA,0,0
6.1,21.4,0,30,13,73,1036.4,NA,0,0
6.5,19.8,0,28,11,73,1039,0,0,0
9.1,19.9,0,48,20,59,1035,0,0,0
7.5,20.5,0,46,20,71,1029,1,0,0
11.4,21.7,0,63,31,58,1019.1,1,0,0
8,19.2,NA,52,26,62,1020.3,NA,NA,0
11.1,15.9,0.2,46,20,70,1018.2,3,0,0
5.1,15.3,0,35,20,62,1025.6,4,0,0
8.6,15.4,0,31,19,69,1025.4,7,0,0
9.5,16.7,0,31,15,82,1027.2,NA,0,0
8.9,21.7,0,54,31,78,1027.3,1,0,0
10.3,22.1,0,85,46,44,1022.9,NA,0,0
16.1,21.5,0,76,20,47,1018.3,NA,0,0
8.8,22.3,0,46,20,66,1023.3,3,0,0
12.1,16.7,0,74,37,51,1010.4,7,0,0
6.9,16.1,0,43,13,58,1020.3,3,0,0
7.1,16.1,8,52,19,71,1018.6,NA,1,0
8.4,16,0.6,59,37,81,1016.4,NA,0,0
9.5,14.4,0.2,33,22,51,1025.6,8,0,0
10.8,19.2,0,57,39,52,1024,7,0,0
11.6,18.5,0.2,50,28,63,1019.4,7,0,0
5.7,17.8,0.6,41,20,66,1022.6,1,0,0
9.7,22.3,0,67,28,47,1013.7,7,0,0
8.1,25.4,0,74,52,59,1013.4,NA,0,0
12.4,20.4,0,31,15,79,1017.5,NA,0,0
10.7,17.6,3.8,65,31,71,1006.9,7,1,0
9.5,20.7,0,37,24,63,1019.4,7,0,0
12.4,25,0,NA,50,48,1018.3,1,0,0
11.3,16.4,0,65,20,47,1020.6,3,0,0
8.5,15.3,0,50,33,51,1023.6,NA,0,0
8.9,19.7,0,37,19,61,1024.7,NA,0,0
7.1,20.9,0,61,28,43,1023.3,5,0,0
12.1,22.5,0,76,52,47,1016.2,7,0,0
5.6,19,13.4,31,7,71,1025.6,1,1,0
7.2,22.5,0,31,9,68,1024,1,0,0
11,21.9,0,52,28,69,1018.4,7,0,0
12.8,20.7,0,30,15,77,1014.8,NA,0,0
10.1,16.8,2,46,30,60,1013.3,7,1,0
9.4,17.4,0,30,9,66,1020.3,7,0,0
7.8,21.2,0.2,35,6,68,1021.5,5,0,0
7.7,18.7,2.4,28,13,55,1033.7,1,1,0
7.5,25.1,0,67,33,66,1031.2,0,0,0
12.9,29.2,0,59,33,38,1026.5,0,0,0
10.7,17.6,7.6,48,31,70,1016.1,6,1,0
10.3,20.7,0,33,13,56,1022,5,0,0
11.9,25.9,0,57,20,49,1020.4,5,0,0
11.8,17.9,NA,41,20,69,1023,NA,NA,0
12.6,15.8,0.4,41,15,74,1015.6,7,0,0
17.7,26.7,NA,61,6,37,1005.6,NA,NA,0
16.8,26.9,8.4,57,4,91,1011,8,1,0
14.5,22.7,17.4,48,30,61,1012.7,7,1,0
15.9,26,4.2,56,24,48,1007.2,3,1,0
13.6,20.8,9.4,37,17,51,1019.4,7,1,0
10.4,28.2,0,33,20,60,1019.2,3,0,0
10.7,22.4,25,28,13,49,1018.2,5,1,0
12.2,20.4,NA,52,31,49,1021.7,NA,NA,0
11.3,25.3,0.4,35,20,60,1026.4,1,0,0
15.2,28.9,39.2,46,9,78,1014.7,7,1,0
9.9,18.7,3.4,44,26,54,1024,5,1,0
10.7,20.6,0,43,24,50,1025.6,3,0,0
13.1,20.2,0,43,20,70,1020.5,NA,0,0
11.8,18.6,0,54,33,42,1022.2,NA,0,0
8.6,21.4,0.2,65,30,48,1023.9,1,0,0
10.5,25.9,0,39,13,55,1019.1,0,0,0
12.9,29.3,0,41,13,46,1014,2,0,0
15.7,32.4,0,65,24,41,1010.2,1,0,0
14.2,20,1.6,50,30,45,1014.4,7,1,0
13.7,20.2,0,43,19,43,1018.6,7,0,0
12.7,23.3,0,41,19,62,1018.5,3,0,0
13.7,29.3,0,NA,20,66,1019.4,3,0,0
16.4,32.3,0,48,24,56,1017.8,NA,0,0
17.7,23.3,7.4,41,28,66,1006.9,6,1,0
15.5,22.4,0,39,26,68,1016.7,7,0,0
15.5,25.5,0,37,15,71,1018.3,8,0,0
14.2,27.6,0,37,20,67,1017.2,NA,0,0
14,22.1,33,39,22,56,1017.2,NA,1,0
15.1,23,0,41,19,55,1018.3,NA,0,0
15.7,28,0,30,11,78,1019.6,NA,0,0
16.4,35.6,0,65,11,42,1017.3,NA,0,0
18.3,33.9,0,NA,24,69,1014.9,NA,0,0
20.1,40,0,61,35,31,1012.2,NA,0,0
18.5,23,2,57,41,67,1017.1,7,1,0
14.4,21.8,0,44,24,51,1019.3,7,0,0
13.8,24.4,0,43,22,50,1018.9,3,0,0
12.5,21.5,2.6,41,24,66,1020.3,8,1,0
15.1,24,NA,33,20,60,1020.9,NA,NA,0
14.6,33.6,0.8,74,39,47,1018,0,0,0
23.7,34.3,0,76,43,41,1016.7,4,0,0
22.4,24.6,0,61,20,71,1014,NA,0,0
15.6,24,0,41,19,59,1019.6,7,0,0
16.3,21.5,0,30,15,76,1017.7,8,0,0
17.4,28.2,0,48,28,77,1017.1,NA,0,0
16.8,33,0,43,22,70,1020.6,NA,0,0
18.6,33.5,0,56,17,40,1020.2,0,0,0
20.4,35,0,67,24,38,1016,0,0,0
20.3,25,0,39,17,77,1015.2,8,0,0
15.1,20.8,3.4,54,35,55,1012.6,7,1,0
12.9,24.5,0,61,33,59,1017.8,1,0,0
13.7,27.1,0,39,11,66,1013.2,5,0,0
13.5,23.8,6.6,56,15,55,1007.4,1,1,0
14.5,22,0,43,30,63,1010.9,5,0,0
13.7,22.2,0,48,30,51,1014.8,5,0,0
12.4,25.2,0,41,20,66,1013.1,4,0,0
16.8,24.7,7.6,41,26,68,1019.7,7,1,0
16,29,0,33,15,80,1020.3,7,0,0
17.4,34,0,61,30,57,1016.3,4,0,0
16.9,30,NA,35,9,80,1014.5,NA,NA,0
