temp_min,temp_max,rain ,,wind_speed,humidity,pressure,,,CloudBurstTomorrow,,,,
10.4,19.4,17.6,,19,66,1020.5,,,0,,,,
7.3,24.3,0,,13,63,1024.8,,,0,,,,
12.6,22.5,0,,24,66,1020.7,,,0,,,,
11.6,27.5,0,,13,64,1021.6,,,0,,,,
15.9,31.5,0,,15,73,1017.8,,,1,,,,
21,26.5,3.8,,6,97,1010.5,,,1,,,,
13.9,20.5,6.2,,20,68,1017.7,,,0,,,,
10.9,21.9,0,,26,62,1021.2,,,0,,,,
13.3,27.3,0,,11,65,1022.3,,,0,,,,
15.9,28.9,0,,17,64,1021.6,,,0,,,,
17,23.5,0,,15,77,1017.2,,,0,,,,
18.5,28.3,0.4,,9,89,1013.1,,,0,,,,
18.2,32,0.2,,17,78,1014,,,1,,,,
20.1,25.6,32,,30,88,1001.8,,,0,,,,
13.6,22,0.4,,22,79,1010.1,,,0,,,,
6,18.8,0,,19,69,1018.4,,,0,,,,
9.2,22.2,0,,20,67,1023.2,,,0,,,,
11.1,27.2,0,,0,67,1024.2,,,0,,,,
8.3,28,0,,9,59,1018.8,,,0,,,,
17,30.6,0,,4,58,1014.1,,,0,,,,
13.3,29.7,0,,19,71,1010.3,,,1,,,,
18.7,25.1,7.6,,7,95,1009.3,,,0,,,,
14.6,22,0,,15,81,1007.7,,,1,,,,
12.3,19.8,7.8,,30,71,1009.6,,,0,,,,
4.3,20.2,0,,15,65,1017.9,,,0,,,,
5.7,21.1,0,,22,84,1014.4,,,0,,,,
5.7,18.5,0,,19,65,1015.9,,,0,,,,
8.3,22.7,0,,15,52,1021,,,0,,,,
11.6,25.8,0,,20,65,1025,,,0,,,,
11.4,28.2,0,,20,66,1022,,,0,,,,
15.8,28.1,0,,11,62,1014.7,,,0,,,,
14.8,20,1,,13,98,1013.1,,,1,,,,
15.7,23.4,12.4,,17,86,1012.7,,,0,,,,
13.7,26.9,0,,9,79,1016.1,,,0,,,,
16.8,29.4,0,,15,80,1017.2,,,0,,,,
17.7,30.2,0,,17,86,1018.1,,,1,,,,
12.9,23.8,6.6,,17,72,1023.1,,,0,,,,
13.1,27.5,0,,0,75,1020.2,,,0,,,,
12,21.7,0,,22,67,1019.8,,,0,,,,
8,20.9,0,,13,69,1020.9,,,0,,,,
6.6,22.4,0,,17,69,1016.6,,,0,,,,
10.2,25.5,0,,13,73,1014.1,,,0,,,,
13.3,27.5,0,,19,75,1011.3,,,0,,,,
18.3,23.1,0,,7,70,1004.9,,,0,,,,
18,25.2,0,,19,87,1002.2,,,0,,,,
10.6,18,0,,20,81,1005.2,,,1,,,,
13.4,20.2,18,,22,93,1004.3,,,0,,,,
12.4,19.1,0.2,,20,65,1015.1,,,0,,,,
10.1,19.5,0,,24,64,1022.7,,,0,,,,
9.5,22.8,0,,6,78,1025.4,,,0,,,,
10.8,25.4,0,,9,80,1026.7,,,0,,,,
11.7,26.5,0,,6,75,1022.6,,,0,,,,
12.1,21.9,0,,24,71,1017.1,,,0,,,,
7.5,19,0,,24,69,1026.4,,,0,,,,
9.2,20.2,0,,6,73,1019.2,,,1,,,,
12.3,17.8,1.2,,22,96,1018.1,,,0,,,,
6.8,18.7,0,,17,71,1018.4,,,0,,,,
3.8,16.9,0,,17,71,1021.6,,,0,,,,
8.3,15.9,0,,17,56,1026.5,,,0,,,,
-0.2,15,0,,2,77,1024.9,,,0,,,,
3,13.8,0,,6,89,1019.7,,,0,,,,
6.9,17,0,,20,68,1016.3,,,0,,,,
3.6,15.2,0.4,,24,67,1020.6,,,0,,,,
-2.5,13.9,0,,15,76,1020.2,,,1,,,,
4.5,11.3,1.2,,19,77,1012.2,,,1,,,,
5.2,16.3,1.8,,19,96,1013.9,,,1,,,,
8.4,16.4,1.4,,15,99,1015.1,,,0,,,,
3.3,14.3,0.4,,20,75,1023.5,,,0,,,,
0.9,13,0,,15,88,1032.5,,,0,,,,
8.4,12.4,0,,13,64,1033.3,,,0,,,,
9.4,14.6,0,,9,73,1032.1,,,0,,,,
1.2,14.1,0,,11,94,1030.8,,,0,,,,
4.1,16.2,0,,11,89,1030.1,,,0,,,,
7.6,18.3,0,,9,76,1027.5,,,0,,,,
6.1,19.6,0,,15,76,1022.5,,,0,,,,
9.2,14.6,0.4,,19,86,1012,,,1,,,,
11.9,15.8,7.2,,24,97,1002,,,0,,,,
6.8,14.4,0.8,,22,80,1010.2,,,0,,,,
2.3,14.1,0,,15,66,1020.1,,,0,,,,
7.3,12.6,0,,11,75,1021.8,,,0,,,,
0.8,13,0.4,,11,97,1022.5,,,0,,,,
6.2,14.8,0,,0,97,1025.1,,,0,,,,
7.4,13,0.2,,6,95,1026.3,,,0,,,,
5,15.8,0,,17,77,1027,,,0,,,,
-1.8,16.9,0.2,,0,85,1024.9,,,0,,,,
-0.8,19.3,0.2,,6,68,1027.9,,,0,,,,
2.6,18.2,0,,15,86,1027,,,0,,,,
5,15.9,0,,7,89,1017.9,,,1,,,,
8.1,14.8,5,,11,92,1016.2,,,0,,,,
-0.2,15.1,0,,20,93,1016.5,,,1,,,,
-0.2,11.9,1.6,,13,83,1020.1,,,0,,,,
0.9,10.4,0,,22,89,1016.6,,,0,,,,
1.3,10.7,0.8,,22,84,1021.1,,,0,,,,
3.9,13.1,0,,20,79,1021.5,,,0,,,,
2.9,13.5,0,,15,75,1023.1,,,0,,,,
-1.8,15.3,0.2,,17,91,1029.5,,,0,,,,
-0.4,14.8,0,,20,85,1029.9,,,0,,,,
5.9,14.8,0.4,,17,81,1028.5,,,0,,,,
2.6,15.5,0,,20,78,1027.3,,,0,,,,
2.3,16.4,0.2,,6,77,1028.3,,,0,,,,
-1.8,12.8,0.2,,11,92,1022.2,,,1,,,,
3.8,13.6,1.8,,20,87,1010.6,,,0,,,,
3.4,15.6,0.2,,20,96,1016.1,,,0,,,,
5,14.1,0.2,,20,100,1015.6,,,0,,,,
8.3,16.7,0.2,,28,95,1011.9,,,1,,,,
5.9,11.4,7.4,,24,84,1001.9,,,0,,,,
3.8,11.3,0,,15,94,1013.4,,,1,,,,
4.8,14.3,1.8,,17,93,1020.6,,,1,,,,
4.7,16,1.4,,9,97,1027,,,0,,,,
7.9,14.2,0.2,,15,100,1030.2,,,0,,,,
0.2,15.3,0.2,,19,99,1026,,,0,,,,
1.3,15.1,0.2,,9,90,1030.1,,,0,,,,
1.7,14.6,0.2,,9,87,1034.8,,,0,,,,
3.5,16,0.2,,17,74,1036.2,,,0,,,,
4.4,14.3,0,,11,74,1037.5,,,0,,,,
4.4,14.6,0,,15,75,1032,,,0,,,,
1.6,15.9,0,,26,88,1023.7,,,1,,,,
6,10.5,1.8,,13,89,1014.2,,,1,,,,
7.8,12.6,7.6,,30,83,1009.9,,,1,,,,
6.5,11.8,7.2,,31,78,1008.3,,,0,,,,
6.9,11.7,0.8,,33,97,1008.6,,,1,,,,
3.1,10.8,2,,19,83,1016.4,,,0,,,,
-0.7,9.4,0,,15,89,1025.7,,,0,,,,
5.2,11.2,0,,20,95,1022.2,,,0,,,,
4.3,12.1,0,,20,82,1015.3,,,0,,,,
2.9,12.7,1,,20,83,1024,,,0,,,,
1.7,11.3,0,,20,83,1025.1,,,1,,,,
7.1,12.4,1.2,,20,94,1021.1,,,0,,,,
-1.5,13.6,0.4,,15,89,1030.4,,,0,,,,
-1.3,11.7,0.2,,6,92,1036.5,,,0,,,,
-0.6,13.8,0.4,,13,77,1029.6,,,1,,,,
5.7,11.6,15.2,,15,97,1020.8,,,1,,,,
5.6,10.3,3.8,,9,94,1018.8,,,0,,,,
3.6,14.9,0.2,,19,83,1022.5,,,0,,,,
8,13.6,0,,30,74,1024.9,,,0,,,,
6.9,14.1,0,,19,72,1024.4,,,0,,,,
5.1,16.1,0,,0,81,1024.5,,,0,,,,
-1,15,0,,7,91,1024.3,,,1,,,,
5.2,11.3,8.2,,11,99,1018.5,,,1,,,,
7.6,13.9,1.8,,15,99,1016.2,,,0,,,,
0,12.9,0.2,,13,91,1024,,,0,,,,
-3.1,12.4,0,,13,90,1029.4,,,0,,,,
-2.2,14.3,0.4,,24,87,1029.2,,,0,,,,
-0.4,15.6,0.2,,15,86,1026.3,,,0,,,,
5.9,14.3,0,,7,68,1021,,,1,,,,
2.8,17.3,1.2,,9,96,1019.4,,,0,,,,
3.2,18.2,0.2,,17,95,1020,,,0,,,,
5.9,18.6,0,,15,75,1019,,,0,,,,
3.2,21.9,0.2,,24,84,1019.4,,,0,,,,
8.4,21.1,0,,6,36,1018.9,,,0,,,,
7.9,15.5,0,,9,57,1019.2,,,1,,,,
6.7,14.4,2.4,,15,97,1017.2,,,1,,,,
5.1,8.7,7,,7,95,1015.2,,,1,,,,
2.1,12.5,6.4,,9,97,1011.6,,,0,,,,
-0.8,12.1,0.2,,13,97,1010.5,,,1,,,,
5.9,11.7,14.8,,7,97,1008.1,,,0,,,,
8.2,15.4,1,,26,71,1014.9,,,0,,,,
-1,16,0.2,,2,78,1021,,,0,,,,
1.7,11.9,0,,7,90,1024.2,,,0,,,,
1.4,16.8,0,,6,84,1026.5,,,0,,,,
4.5,12.1,0.2,,11,89,1023.6,,,1,,,,
8.7,18.1,4,,19,90,1018.3,,,1,,,,
10,13,14.6,,9,96,1006.3,,,1,,,,
6.1,12.5,8.4,,17,84,1009.6,,,1,,,,
3.8,18.7,9.4,,9,90,1022.2,,,0,,,,
8.4,16.9,0,,6,80,1031.3,,,0,,,,
2.5,17.9,0.2,,11,74,1037.3,,,0,,,,
0.8,16.5,0,,7,77,1039.3,,,0,,,,
1.2,16.8,0.2,,11,77,1036.1,,,0,,,,
1.1,18.3,0,,13,90,1030.4,,,0,,,,
2.5,21.3,0.2,,30,78,1021.3,,,0,,,,
0.5,14,0,,15,63,1026.4,,,0,,,,
1.7,15.6,0,,15,63,1023.7,,,0,,,,
-0.4,16.1,0,,17,73,1021.5,,,0,,,,
2.7,15.2,0.6,,24,74,1018.9,,,0,,,,
-2,14.2,0,,9,67,1025.6,,,0,,,,
1,15.3,0,,11,67,1026.1,,,0,,,,
3,17.4,0,,11,69,1026.4,,,0,,,,
5.9,18.9,0,,20,65,1027.7,,,0,,,,
7.1,18.7,0,,24,64,1025.1,,,0,,,,
11.7,19.5,0,,13,54,1019.5,,,0,,,,
2.4,19.3,0,,20,63,1023.5,,,0,,,,
4.3,14.6,0,,33,55,1013.1,,,0,,,,
-2.3,15.3,0,,9,67,1020.9,,,0,,,,
2,16.4,0,,13,54,1022.3,,,0,,,,
-1.2,13.7,0,,20,71,1015.9,,,1,,,,
5.6,15.1,1.4,,28,67,1019.6,,,0,,,,
6,15.6,0,,22,77,1017.7,,,0,,,,
-2.6,13.5,0.2,,15,63,1026.8,,,0,,,,
7,17.7,0.2,,22,66,1026,,,0,,,,
1.1,19.8,0,,15,61,1020.3,,,0,,,,
-1.9,16.8,0,,17,65,1023.5,,,0,,,,
3.9,21.9,0,,13,73,1015.4,,,0,,,,
3.8,25.6,0,,24,72,1014.7,,,0,,,,
5.3,21.4,0,,7,60,1017.3,,,0,,,,
6.7,29.6,0,,39,53,1011.1,,,1,,,,
8.5,17,4,,22,87,1008.8,,,0,,,,
3.5,19.6,0,,22,74,1020.8,,,0,,,,
4.5,24.3,0,,35,65,1020.4,,,0,,,,
8.3,15.8,0,,19,52,1021.4,,,0,,,,
2.8,16.3,0,,24,53,1021.4,,,0,,,,
6.2,19,0,,13,51,1023.9,,,0,,,,
2.3,18.9,0,,19,53,1024.4,,,0,,,,
10.2,21,0.2,,24,79,1017.5,,,0,,,,
11.2,17,0,,22,54,1004.5,,,1,,,,
8.9,15.5,43.6,,28,91,995.2,,,0,,,,
5.8,14.5,0.4,,6,77,1005.8,,,1,,,,
3.9,13.3,4.2,,20,77,1006.8,,,0,,,,
6.2,16.5,0,,24,66,1020.4,,,0,,,,
4.4,17.6,0,,13,61,1024.1,,,0,,,,
5.6,20.1,0,,17,67,1023.8,,,0,,,,
6.9,20.4,0,,13,70,1018.5,,,0,,,,
11.4,18.7,0,,9,88,1014.3,,,1,,,,
7,20.7,2.6,,13,93,1013.4,,,0,,,,
5.8,20.9,0.2,,17,76,1012.6,,,0,,,,
7.9,16.8,1,,24,91,1010.6,,,0,,,,
0.8,15.1,0,,22,69,1012.1,,,0,,,,
5.6,17.1,0,,22,82,1014.2,,,0,,,,
2.2,18.2,0.4,,11,62,1020,,,0,,,,
2.7,20.9,0,,20,63,1020.2,,,0,,,,
8,25,0,,20,65,1015.2,,,0,,,,
8,21.5,0,,31,70,1009.1,,,0,,,,
3.1,18,0,,33,59,1019.4,,,0,,,,
0.2,19.6,0,,7,52,1033.6,,,0,,,,
5,24.7,0,,19,60,1031.8,,,0,,,,
8.3,28.7,0,,22,52,1027.9,,,0,,,,
12.9,28.5,0,,15,50,1023.7,,,0,,,,
15.2,20.1,0.2,,7,90,1023.8,,,0,,,,
13.6,23.6,0.8,,9,93,1023.4,,,1,,,,
9.6,30.3,10.8,,20,62,1019.2,,,0,,,,
16.3,23.4,0,,26,69,1007.1,,,0,,,,
8.7,18.9,0.2,,31,60,1013.3,,,0,,,,
8.8,23,0,,9,60,1020.6,,,0,,,,
10.5,23.8,0,,20,62,1021.2,,,0,,,,
13.5,30.9,0,,33,64,1012.6,,,1,,,,
15,22.2,4.4,,20,75,1010.7,,,0,,,,
8,17.3,0,,30,69,1018.4,,,0,,,,
8.2,18.6,0,,20,55,1025.4,,,0,,,,
8.4,22.1,0,,20,68,1022.5,,,0,,,,
11.2,20.3,0,,19,68,1016,,,0,,,,
10.8,20.4,0,,22,56,1016.4,,,0,,,,
5.5,24.9,0,,13,67,1019.7,,,0,,,,
7.2,30.7,0,,13,49,1016,,,0,,,,
14.2,25.9,0,,7,49,1007.6,,,0,,,,
11.3,30.5,0.4,,20,60,1012.5,,,1,,,,
16.6,26.1,8,,7,91,1010.4,,,1,,,,
14.6,31.4,4.6,,30,93,1009.4,,,1,,,,
12.7,21.8,27.8,,20,67,1013.5,,,0,,,,
7.9,23.1,0,,9,60,1024.1,,,0,,,,
8.7,28,0,,19,49,1019.2,,,0,,,,
14.8,25.1,0,,17,55,1013.9,,,1,,,,
14.4,26,1.6,,35,50,1007.6,,,0,,,,
7.5,30,0,,20,64,1016.1,,,1,,,,
12.3,23.1,8.6,,15,81,1018.3,,,0,,,,
10.2,27.9,0,,17,62,1018.3,,,0,,,,
15.5,34.2,0,,31,54,1014,,,1,,,,
18,21.9,6,,0,81,1011.3,,,1,,,,
11.7,22.5,5,,31,67,1013.7,,,0,,,,
5.1,23.1,0,,15,55,1018.9,,,0,,,,
9.8,22.4,0,,15,61,1011.7,,,0,,,,
9.6,20.3,0.2,,26,59,1020.4,,,0,,,,
9.6,25.8,0,,19,49,1025,,,1,,,,
14.3,21.3,1.4,,15,97,1018.8,,,0,,,,
14.5,18,1,,24,90,1005.6,,,1,,,,
13,26.8,5.2,,11,71,1011.7,,,0,,,,
11,32,0.2,,19,73,1014.5,,,0,,,,
15.5,35.2,0,,24,31,1007.6,,,0,,,,
14.2,20.3,0.6,,31,82,1009.9,,,0,,,,
3.8,19.2,0,,17,56,1024,,,0,,,,
7.5,22.6,0,,17,48,1023.5,,,0,,,,
8,25,0,,22,58,1018.9,,,0,,,,
8.4,18.6,0,,33,42,1020.6,,,0,,,,
6.7,23.3,0,,24,41,1022,,,0,,,,
9.7,25.9,0,,15,38,1018.3,,,0,,,,
10.7,28.5,0,,6,47,1014.2,,,0,,,,
12.4,31.6,0,,13,44,1011.1,,,0,,,,
18.1,29.4,0,,19,53,1011.5,,,0,,,,
16.8,26.8,0,,15,56,1007.1,,,1,,,,
,,,,,,,,,,,,,
7.8,24.4,0.2,,19,52,1009.2,,,0,,,,
10.1,20.5,0,,28,38,1013.7,,,0,,,,
8.6,23.5,0,,17,50,1017,,,0,,,,
10.9,28.5,0,,13,51,1016.9,,,0,,,,
13.8,31.5,0,,13,52,1017.4,,,0,,,,
18.6,31.4,0,,11,51,1017.7,,,0,,,,
19.2,21.5,0.6,,20,65,1009.6,,,1,,,,
15.6,24.2,28.4,,20,82,1007.6,,,0,,,,
12.3,24.3,0,,22,59,1015.6,,,0,,,,
11.8,27.5,0,,11,58,1016.3,,,0,,,,
14.3,31.5,0,,11,58,1015.3,,,0,,,,
16.1,33.2,0,,11,61,1012.5,,,0,,,,
17.8,35.1,0,,11,50,1011.5,,,0,,,,
,,,,,,,,,,,,,
18.9,24.8,0,,19,67,1006.1,,,0,,,,
8.8,24.4,0,,31,57,1013.3,,,0,,,,
8.9,28.3,0,,20,53,1015.1,,,0,,,,
11.5,28.4,0,,20,48,1016,,,0,,,,
13.6,31.2,0,,11,52,1018.1,,,0,,,,
15.1,34.5,0,,11,44,1018.7,,,0,,,,
15.5,37.3,0,,13,37,1015.2,,,0,,,,
17.4,39,0,,24,36,1014,,,0,,,,
18.4,37.7,0,,22,26,1012.5,,,0,,,,
18.7,27.8,0.6,,24,63,1015.5,,,0,,,,
10.4,27.6,0,,9,51,1017.4,,,0,,,,
11,27.2,0,,17,49,1017.2,,,0,,,,
13.5,32.7,0,,24,47,1009.6,,,1,,,,
19,27,2.4,,30,89,1002.3,,,1,,,,
11.3,23.4,3.6,,22,55,1010.5,,,0,,,,
12.6,23.5,0,,24,51,1012.5,,,0,,,,
10.9,20,0.6,,37,57,1008.4,,,0,,,,
7,22.6,0,,19,55,1019.9,,,0,,,,
13.1,24.4,0,,19,58,1019,,,0,,,,
11.8,23.8,0,,24,50,1018.3,,,0,,,,
11.7,28.8,0,,17,52,1018.3,,,0,,,,
15.8,32.2,0,,28,54,1019,,,0,,,,
20.5,34.7,0,,31,43,1018.2,,,0,,,,
19.7,32.2,1,,9,52,1013.3,,,0,,,,
14.7,33,0.2,,17,43,1016.8,,,0,,,,
13.7,31.8,0,,15,59,1014.9,,,0,,,,
15.6,30.6,0,,24,59,1014.2,,,0,,,,
18.7,33.5,0,,19,54,1019.3,,,0,,,,
18.1,32.5,0,,13,44,1020.7,,,0,,,,
15.6,34.5,0,,13,44,1017,,,0,,,,
14.3,35.4,0,,20,28,1012.9,,,0,,,,
14.6,30.7,0,,20,37,1015,,,0,,,,
16.3,34.8,0,,13,55,1015.3,,,0,,,,
19.8,34.5,0,,17,52,1013.1,,,0,,,,
18.9,33.9,0,,28,58,1007.5,,,1,,,,
,,,,,,,,,,,,,
12.5,21.3,5.6,,30,58,1012.1,,,0,,,,
10.2,26.3,0,,19,44,1015.2,,,0,,,,
12.8,27.2,0,,11,61,1011.6,,,0,,,,
12.7,30.3,0,,13,74,1008.2,,,0,,,,
13.6,33.8,0,,22,52,1004.3,,,0,,,,
21.7,29,0,,33,35,995.8,,,1,,,,
9.5,24.3,1.2,,9,57,1007.4,,,0,,,,
9.4,24,0,,19,59,1010.4,,,0,,,,
7.9,23.9,0,,19,62,1013.4,,,0,,,,
8,26.9,0,,13,61,1012.5,,,0,,,,
10.4,27.5,0,,7,69,1010.5,,,1,,,,
13.9,25.1,5.8,,22,70,1012.9,,,0,,,,
14.4,25.7,0.2,,20,58,1015.3,,,0,,,,
13.3,27.7,0,,15,64,1017.8,,,0,,,,
14.9,31.5,0,,13,67,1019.2,,,0,,,,
16.3,33.6,0,,9,58,1017.2,,,0,,,,
17.5,34.1,0,,28,47,1014.2,,,1,,,,
16,27.7,2.2,,15,77,1015.1,,,0,,,,
14.6,32.3,0.2,,9,69,1016.3,,,0,,,,
18.6,29.2,0,,9,66,1014.5,,,0,,,,
18.1,24.8,0,,13,70,1013.1,,,1,,,,
14.8,26.8,4.6,,11,75,1014.6,,,0,,,,
14.3,29.8,0,,4,66,1014.9,,,0,,,,
12.9,33.9,0,,19,56,1018.5,,,0,,,,
15,35.9,0,,13,53,1020.5,,,0,,,,
16.1,36.4,0,,24,40,1018.9,,,0,,,,
21.8,33,0,,17,60,1014.7,,,1,,,,
19.5,24.3,43.6,,9,95,1012.6,,,1,,,,
18.1,24.9,18.6,,20,89,1012.8,,,0,,,,
14.7,21.9,0,,11,66,1014.1,,,1,,,,
16,22.6,46.6,,39,81,1003.9,,,0,,,,
14.6,22.2,0,,20,73,1011.8,,,0,,,,
15.5,17.8,0.8,,19,81,1012.4,,,1,,,,
15.5,23.6,15.6,,22,92,1009.2,,,0,,,,
12.6,20.9,0,,17,74,1017.8,,,0,,,,
11.6,21.8,0,,28,69,1021.3,,,0,,,,
12.8,21.6,0,,28,62,1025.6,,,0,,,,
13.5,22.4,0,,24,67,1019.4,,,0,,,,
11.2,26,0,,20,78,1013,,,0,,,,
8.7,21.1,0,,17,64,1016.3,,,0,,,,
9.1,24.3,0,,9,64,1018.3,,,0,,,,
10.9,25.3,0,,6,65,1018.9,,,0,,,,
9.9,27.5,0,,9,69,1017.8,,,0,,,,
14.1,30.9,0,,19,67,1015.2,,,1,,,,
18.9,27.6,5.2,,2,88,1010.7,,,1,,,,
16.9,23,12.6,,13,82,1009.8,,,0,,,,
8.7,21.8,0.2,,19,70,1018.4,,,0,,,,
8.2,23.2,0,,17,81,1023.5,,,0,,,,
10.7,24.9,0,,22,74,1023.8,,,0,,,,
13.6,27,0,,28,74,1016.3,,,0,,,,
16.5,21.2,0,,22,65,1004.9,,,0,,,,
8.7,19.9,0,,17,61,1010.5,,,0,,,,
10.6,17.1,0.6,,31,80,1006.8,,,0,,,,
9.7,19.2,0,,20,91,1014.8,,,0,,,,
5.7,19.2,0,,11,64,1022.9,,,0,,,,
6.6,21.4,0,,11,72,1023.1,,,0,,,,
10.9,20.6,0,,13,78,1023.4,,,0,,,,
7,23.6,0,,13,89,1021,,,0,,,,
10.6,26.1,0,,7,73,1019.5,,,0,,,,
12.1,27.6,0,,28,75,1016.9,,,0,,,,
10.5,30.6,0,,20,78,1015.5,,,0,,,,
8.2,22.3,0,,9,66,1018.9,,,0,,,,
5.5,24.9,0,,13,68,1017,,,0,,,,
12.9,26.5,0,,22,64,1013.7,,,0,,,,
9.9,27.8,0,,7,57,1016.9,,,0,,,,
12.7,28.8,0,,4,51,1019.7,,,0,,,,
11.8,29,0,,22,69,1016.2,,,0,,,,
6.4,18.5,0.2,,17,63,1023.2,,,0,,,,
4.6,18.5,0,,15,74,1019.7,,,0,,,,
5.3,16.2,0,,28,70,1020,,,1,,,,
3.3,16.9,2,,22,68,1032.3,,,0,,,,
1.8,22.2,0,,15,67,1035.1,,,0,,,,
3.7,21.8,0,,13,65,1034,,,0,,,,
3.3,23.2,0,,13,63,1031.9,,,0,,,,
6,26,0,,11,59,1026.3,,,0,,,,
9.1,26.8,0,,13,66,1024.1,,,0,,,,
9.9,23.3,0,,17,63,1024.6,,,0,,,,
11.1,25.1,0,,13,70,1025.5,,,0,,,,
11.6,25.5,0,,15,52,1022.9,,,0,,,,
15.3,23.3,0.4,,9,89,1018,,,0,,,,
9.5,25,0.2,,13,76,1017.7,,,0,,,,
10.8,25.5,0,,11,65,1015.8,,,0,,,,
14.1,23,0.4,,19,84,1009.5,,,1,,,,
6.5,17.2,2.2,,24,82,1009.4,,,1,,,,
4.8,12.4,4,,26,91,1014.7,,,1,,,,
6.2,16.2,2,,22,76,1017.6,,,0,,,,
5.2,16,0.2,,17,86,1023.4,,,0,,,,
5.5,19.7,0,,6,71,1023.9,,,0,,,,
3.2,20.8,0,,24,77,1022.7,,,0,,,,
5.1,15.9,0,,19,60,1025.2,,,0,,,,
5.2,16.5,0,,19,66,1024.6,,,0,,,,
4.6,22.6,0,,22,80,1022.4,,,0,,,,
10.5,15.9,0.8,,28,73,1023.7,,,0,,,,
0.9,15.4,0,,22,79,1023,,,0,,,,
1.6,14.1,0,,9,76,1022.9,,,0,,,,
1.2,14.3,0,,15,77,1021.7,,,0,,,,
1,14.7,0,,11,68,1019.3,,,0,,,,
6.3,17.6,0.2,,20,87,1018.9,,,0,,,,
5.5,20.7,0,,17,83,1016.2,,,0,,,,
9.1,19.2,0,,17,67,1016.9,,,0,,,,
2.6,19.5,0,,15,84,1022.8,,,0,,,,
2.2,17.6,0,,19,82,1019.3,,,0,,,,
1.4,15,0,,22,77,1021.6,,,0,,,,
7,14.9,1,,28,83,1018.8,,,0,,,,
2.9,16.1,0,,13,73,1026.4,,,0,,,,
4.6,16.6,0,,13,76,1028.4,,,0,,,,
7.9,16.6,0,,4,78,1026.6,,,0,,,,
1.3,17.3,0,,15,80,1025.3,,,0,,,,
,,,,,,,,,,,,,
4.9,17.1,0,,13,73,1024.3,,,0,,,,
-0.8,15.6,0,,7,77,1027.8,,,0,,,,
-2.2,15.3,0,,17,86,1024.9,,,0,,,,
0.4,18.6,0,,20,81,1022.5,,,0,,,,
6.8,20.3,0,,37,52,1017.6,,,0,,,,
3.9,14.6,0,,15,69,1015.5,,,1,,,,
6.1,10.2,14.8,,31,96,1009.2,,,1,,,,
6.7,14.7,6.8,,13,92,1015.3,,,0,,,,
4.1,14.4,0.4,,20,78,1025.2,,,0,,,,
4.2,15.1,0,,13,70,1030.2,,,0,,,,
0.1,15.3,0,,9,84,1033.5,,,0,,,,
0.5,17,0,,13,85,1035.3,,,0,,,,
2.4,16.1,0.2,,7,89,1033.3,,,0,,,,
2.8,16.6,0.2,,9,95,1030.2,,,0,,,,
0.4,15.7,0,,9,97,1024.2,,,0,,,,
3.4,14.7,0,,0,80,1017.3,,,0,,,,
-1.6,12,0.2,,9,94,1008.4,,,1,,,,
7.2,12.1,6.4,,35,61,1010.2,,,0,,,,
-1.6,13.6,0,,20,76,1023.6,,,0,,,,
-1.1,13.2,0,,17,82,1026.6,,,0,,,,
-0.9,13.8,0,,13,64,1028.6,,,0,,,,
1.7,14.8,0,,13,84,1028.3,,,0,,,,
1.2,14.2,0,,15,72,1027.8,,,0,,,,
2.5,14.5,0,,9,77,1025.9,,,0,,,,
1.1,14.2,0,,17,76,1023,,,0,,,,
0.7,14.8,0.2,,13,80,1021.3,,,0,,,,
7.3,12.6,0,,17,77,1013.4,,,0,,,,
3.9,14.7,0,,19,97,1013.6,,,0,,,,
0.3,15.5,0,,15,89,1015.5,,,0,,,,
6.2,15.1,0,,19,88,1020.4,,,0,,,,
6.4,14,0,,13,87,1024.4,,,1,,,,
1.4,12.6,2.8,,9,74,1024.9,,,0,,,,
-2.7,15,0,,28,87,1020.1,,,1,,,,
3.8,8.8,5.2,,20,95,1008.4,,,1,,,,
6.1,9.9,33,,11,86,1005.7,,,1,,,,
-0.8,11.5,1.4,,15,88,1024.1,,,0,,,,
3.8,13.9,0.6,,17,97,1029.6,,,0,,,,
5.1,13.2,0.2,,11,92,1030.1,,,0,,,,
0.6,10,0.6,,20,69,1032.2,,,0,,,,
2.4,13.4,0,,17,72,1029.9,,,0,,,,
3.7,13.1,0.2,,20,91,1022.3,,,0,,,,
6.6,10.8,0,,19,72,1008.9,,,1,,,,
3.8,11.1,7.4,,19,97,1010.7,,,0,,,,
-0.8,10.2,0.4,,19,100,1014,,,1,,,,
4.8,12.3,1.8,,20,76,1021.8,,,0,,,,
3.6,13.9,0,,13,95,1024.7,,,0,,,,
-0.1,12.8,0.2,,13,80,1030.6,,,0,,,,
-1.2,13.6,0.2,,17,97,1035.8,,,0,,,,
2,13.3,0.2,,7,85,1036.2,,,0,,,,
-3,11.9,0,,9,93,1033.6,,,0,,,,
-2.3,12.8,0.2,,15,88,1030.1,,,0,,,,
3.4,13.1,1,,17,87,1026.4,,,1,,,,
7.3,11.6,16.2,,13,95,1016.9,,,1,,,,
8.8,11.9,16.2,,15,96,1016.2,,,0,,,,
7.5,12.1,0,,11,96,1012.8,,,1,,,,
7,14.9,2.2,,11,100,1009,,,0,,,,
5.8,11.8,0.2,,20,96,1009.7,,,1,,,,
2,11.8,4,,17,85,1019.7,,,0,,,,
5.8,13.6,0.8,,13,97,1026.6,,,0,,,,
